RUN,TRENCH_ARE,TRENCH_P,ROTATION,MID_X,MID_Y,F_INT,A_INT,F_INT_P,A_INT_P,S_FEAT,S_AREA
334,41444.80000000000,0.10018200000,139.89100000000,85532.10000000000,200704.00000000000,730,3829.19000000000,21.50850000000,10.10050000000,3727,38244.1075936
335,41373.30000000000,0.10000900000,128.06300000000,85545.00000000000,200675.00000000000,672,3758.66000000000,19.79960000000,9.91439000000,3728,38245.1075936
336,41361.80000000000,0.09998150000,102.95300000000,85539.10000000000,200673.00000000000,680,3798.26000000000,20.03540000000,10.01880000000,3729,38246.1075936
337,41370.00000000000,0.10000100000,104.26600000000,85542.90000000000,200682.00000000000,667,3739.26000000000,19.65230000000,9.86324000000,3730,38247.1075936
338,41378.20000000000,0.10002100000,143.65900000000,85540.90000000000,200711.00000000000,707,3709.69000000000,20.83090000000,9.78523000000,3731,38248.1075936
339,41366.10000000000,0.09999180000,85.16310000000,85542.00000000000,200674.00000000000,624,3803.65000000000,18.38540000000,10.03310000000,3732,38249.1075936
340,41368.60000000000,0.09999810000,118.21100000000,85538.70000000000,200703.00000000000,755,3778.29000000000,22.24510000000,9.96618000000,3733,38250.1075936
341,41375.60000000000,0.10001500000,34.78880000000,85540.00000000000,200720.00000000000,676,3713.92000000000,19.91750000000,9.79638000000,3734,38251.1075936
342,41366.50000000000,0.09999290000,14.47460000000,85545.40000000000,200697.00000000000,687,3796.48000000000,20.24160000000,10.01420000000,3735,38252.1075936
343,41385.50000000000,0.10003900000,160.03800000000,85538.80000000000,200708.00000000000,720,3792.05000000000,21.21390000000,10.00250000000,3736,38253.1075936
344,41378.10000000000,0.10002100000,81.91440000000,85536.00000000000,200708.00000000000,614,3741.01000000000,18.09070000000,9.86784000000,3737,38254.1075936
345,41404.20000000000,0.10008400000,26.35290000000,85544.10000000000,200679.00000000000,671,3879.37000000000,19.77020000000,10.23280000000,3738,38255.1075936
346,41334.30000000000,0.09991510000,4.35111000000,85535.10000000000,200678.00000000000,666,3918.04000000000,19.62290000000,10.33480000000,3739,38256.1075936
347,41374.10000000000,0.10001100000,164.28300000000,85542.20000000000,200697.00000000000,687,3835.52000000000,20.24160000000,10.11710000000,3740,38257.1075936
348,41331.90000000000,0.09990920000,157.00700000000,85545.00000000000,200722.00000000000,677,3729.06000000000,19.94700000000,9.83634000000,3741,38258.1075936
349,41371.20000000000,0.10000400000,30.19450000000,85547.40000000000,200689.00000000000,636,3813.75000000000,18.73900000000,10.05970000000,3742,38259.1075936
350,41385.00000000000,0.10003800000,62.81030000000,85549.80000000000,200702.00000000000,650,3594.46000000000,19.15140000000,9.48129000000,3743,38260.1075936
351,41367.70000000000,0.09999580000,150.07200000000,85543.70000000000,200678.00000000000,691,3800.66000000000,20.35950000000,10.02520000000,3744,38261.1075936
352,41392.90000000000,0.10005700000,79.68340000000,85531.10000000000,200716.00000000000,712,3896.18000000000,20.97820000000,10.27720000000,3745,38262.1075936
353,41366.90000000000,0.09999380000,98.86490000000,85538.00000000000,200714.00000000000,660,3668.39000000000,19.44610000000,9.67630000000,3746,38263.1075936
354,41644.00000000000,0.10066400000,21.31320000000,85540.70000000000,200699.00000000000,666,3775.97000000000,19.62290000000,9.96007000000,3747,38264.1075936
355,41602.60000000000,0.10056400000,67.62640000000,85541.00000000000,200698.00000000000,585,4046.80000000000,17.23630000000,10.67440000000,3748,38265.1075936
356,41354.80000000000,0.09996470000,37.17240000000,85536.00000000000,200678.00000000000,670,3872.80000000000,19.74070000000,10.21550000000,3749,38266.1075936
357,41372.50000000000,0.10000800000,117.70000000000,85540.70000000000,200689.00000000000,700,3599.84000000000,20.62460000000,9.49547000000,3750,38267.1075936
358,41650.40000000000,0.10067900000,21.62940000000,85540.90000000000,200698.00000000000,659,3780.12000000000,19.41660000000,9.97102000000,3751,38268.1075936
359,41373.00000000000,0.10000900000,110.04700000000,85549.00000000000,200720.00000000000,719,3860.12000000000,21.18440000000,10.18200000000,3752,38269.1075936
360,41373.80000000000,0.10001100000,174.01800000000,85545.80000000000,200693.00000000000,692,3972.21000000000,20.38890000000,10.47770000000,3753,38270.1075936
361,41369.30000000000,0.09999960000,117.14100000000,85538.50000000000,200674.00000000000,675,3888.97000000000,19.88800000000,10.25810000000,3754,38271.1075936
362,41368.90000000000,0.09999860000,90.83530000000,85535.50000000000,200708.00000000000,650,3724.49000000000,19.15140000000,9.82427000000,3755,38272.1075936
363,41373.20000000000,0.10000900000,149.01400000000,85549.00000000000,200687.00000000000,676,3776.57000000000,19.91750000000,9.96164000000,3756,38273.1075936
364,41351.60000000000,0.09995690000,136.78800000000,85543.60000000000,200703.00000000000,686,3832.09000000000,20.21210000000,10.10810000000,3757,38274.1075936
365,41361.10000000000,0.09997980000,152.64800000000,85530.90000000000,200692.00000000000,708,3811.48000000000,20.86030000000,10.05370000000,3758,38275.1075936
366,41414.70000000000,0.10010900000,155.92500000000,85542.20000000000,200688.00000000000,747,3693.87000000000,22.00940000000,9.74351000000,3759,38276.1075936
367,41372.10000000000,0.10000600000,73.00300000000,85539.80000000000,200684.00000000000,638,3804.74000000000,18.79790000000,10.03600000000,3760,38277.1075936
368,41368.30000000000,0.09999730000,27.20020000000,85540.80000000000,200719.00000000000,662,3914.40000000000,19.50500000000,10.32520000000,3761,38278.1075936
369,41392.00000000000,0.10005400000,122.10000000000,85540.90000000000,200715.00000000000,694,3877.42000000000,20.44780000000,10.22770000000,3762,38279.1075936
370,41365.50000000000,0.09999050000,165.72200000000,85531.10000000000,200711.00000000000,689,3706.29000000000,20.30050000000,9.77628000000,3763,38280.1075936
371,41369.30000000000,0.09999960000,81.06030000000,85545.10000000000,200692.00000000000,683,3980.27000000000,20.12370000000,10.49900000000,3764,38281.1075936
372,41375.50000000000,0.10001500000,74.01180000000,85533.00000000000,200709.00000000000,653,3694.11000000000,19.23980000000,9.74414000000,3765,38282.1075936
373,41379.20000000000,0.10002400000,149.93500000000,85537.40000000000,200691.00000000000,735,3837.45000000000,21.65590000000,10.12220000000,3766,38283.1075936
374,41387.10000000000,0.10004300000,5.93630000000,85546.60000000000,200677.00000000000,705,3701.47000000000,20.77190000000,9.76355000000,3767,38284.1075936
375,41405.30000000000,0.10008700000,110.69500000000,85537.60000000000,200721.00000000000,720,3728.37000000000,21.21390000000,9.83450000000,3768,38285.1075936
376,41348.40000000000,0.09994910000,160.40000000000,85547.40000000000,200682.00000000000,716,3753.72000000000,21.09610000000,9.90138000000,3769,38286.1075936
377,41390.50000000000,0.10005100000,117.08300000000,85544.40000000000,200678.00000000000,695,3845.41000000000,20.47730000000,10.14320000000,3770,38287.1075936
378,41370.70000000000,0.10000300000,52.93700000000,85548.60000000000,200709.00000000000,631,3866.73000000000,18.59160000000,10.19950000000,3771,38288.1075936
379,41370.40000000000,0.10000200000,118.13100000000,85537.80000000000,200716.00000000000,723,3913.51000000000,21.30230000000,10.32280000000,3772,38289.1075936
380,41365.80000000000,0.09999120000,49.51990000000,85538.10000000000,200697.00000000000,589,3879.78000000000,17.35420000000,10.23390000000,3773,38290.1075936
381,41400.30000000000,0.10007500000,7.22995000000,85539.60000000000,200676.00000000000,693,3789.61000000000,20.41840000000,9.99604000000,3774,38291.1075936
382,41366.30000000000,0.09999230000,125.95200000000,85547.20000000000,200683.00000000000,662,3804.64000000000,19.50500000000,10.03570000000,3775,38292.1075936
383,41382.20000000000,0.10003100000,3.37100000000,85537.50000000000,200685.00000000000,689,3902.13000000000,20.30050000000,10.29280000000,3776,38293.1075936
384,41380.10000000000,0.10002600000,47.09490000000,85542.20000000000,200718.00000000000,631,3777.02000000000,18.59160000000,9.96282000000,3777,38294.1075936
385,41382.90000000000,0.10003300000,101.02100000000,85535.20000000000,200677.00000000000,728,3706.63000000000,21.44960000000,9.77715000000,3778,38295.1075936
386,41376.20000000000,0.10001600000,144.88000000000,85535.20000000000,200706.00000000000,754,3804.48000000000,22.21570000000,10.03530000000,3779,38296.1075936
387,41368.70000000000,0.09999820000,55.96760000000,85532.10000000000,200720.00000000000,649,3749.91000000000,19.12200000000,9.89131000000,3780,38297.1075936
388,41377.80000000000,0.10002000000,117.72600000000,85540.80000000000,200713.00000000000,696,3767.86000000000,20.50680000000,9.93867000000,3781,38298.1075936
389,41368.50000000000,0.09999770000,54.69640000000,85533.30000000000,200683.00000000000,651,3747.04000000000,19.18090000000,9.88375000000,3782,38299.1075936
390,41378.10000000000,0.10002100000,31.87050000000,85540.80000000000,200712.00000000000,680,3905.38000000000,20.03540000000,10.30140000000,3783,38300.1075936
391,41351.70000000000,0.09995710000,175.44300000000,85533.60000000000,200677.00000000000,741,3751.84000000000,21.83260000000,9.89642000000,3784,38301.1075936
392,41364.40000000000,0.09998780000,143.04700000000,85535.30000000000,200721.00000000000,667,3660.63000000000,19.65230000000,9.65581000000,3785,38302.1075936
393,41366.00000000000,0.09999160000,129.26700000000,85545.50000000000,200675.00000000000,693,3782.69000000000,20.41840000000,9.97780000000,3786,38303.1075936
394,41369.70000000000,0.10000100000,18.03250000000,85546.30000000000,200691.00000000000,738,3780.20000000000,21.74430000000,9.97123000000,3787,38304.1075936
395,41502.10000000000,0.10032100000,90.15630000000,85536.10000000000,200705.00000000000,669,3769.03000000000,19.71130000000,9.94175000000,3788,38305.1075936
396,41420.70000000000,0.10012400000,65.91430000000,85542.50000000000,200708.00000000000,612,3769.24000000000,18.03180000000,9.94232000000,3789,38306.1075936
397,41389.10000000000,0.10004700000,79.66160000000,85548.90000000000,200719.00000000000,645,3619.20000000000,19.00410000000,9.54654000000,3790,38307.1075936
398,41366.40000000000,0.09999260000,107.49900000000,85539.90000000000,200712.00000000000,661,3671.18000000000,19.47550000000,9.68364000000,3791,38308.1075936
399,41372.50000000000,0.10000700000,13.42420000000,85531.30000000000,200716.00000000000,666,3819.78000000000,19.62290000000,10.07560000000,3792,38309.1075936
400,41373.60000000000,0.10001000000,77.13310000000,85549.30000000000,200684.00000000000,680,3791.07000000000,20.03540000000,9.99990000000,3793,38310.1075936
401,41355.90000000000,0.09996740000,44.73090000000,85536.40000000000,200700.00000000000,710,3769.00000000000,20.91930000000,9.94169000000,3794,38311.1075936
402,41373.00000000000,0.10000900000,36.56240000000,85536.10000000000,200721.00000000000,630,3603.27000000000,18.56220000000,9.50451000000,3795,38312.1075936
403,41367.60000000000,0.09999550000,41.47080000000,85537.50000000000,200713.00000000000,607,3936.26000000000,17.88450000000,10.38290000000,3796,38313.1075936
404,41363.60000000000,0.09998590000,126.27000000000,85545.60000000000,200714.00000000000,743,3648.83000000000,21.89160000000,9.62469000000,3797,38314.1075936
405,41364.80000000000,0.09998870000,121.09100000000,85543.00000000000,200720.00000000000,647,3618.54000000000,19.06310000000,9.54480000000,3798,38315.1075936
406,41366.30000000000,0.09999240000,13.00430000000,85539.60000000000,200677.00000000000,661,3774.91000000000,19.47550000000,9.95726000000,3799,38316.1075936
407,41376.50000000000,0.10001700000,55.86340000000,85540.10000000000,200714.00000000000,634,3899.71000000000,18.68000000000,10.28650000000,3800,38317.1075936
408,41362.10000000000,0.09998220000,53.12720000000,85550.10000000000,200703.00000000000,654,3758.95000000000,19.26930000000,9.91517000000,3801,38318.1075936
409,41364.30000000000,0.09998750000,53.68900000000,85532.50000000000,200712.00000000000,598,3829.69000000000,17.61930000000,10.10180000000,3802,38319.1075936
410,41387.50000000000,0.10004400000,17.93150000000,85538.30000000000,200677.00000000000,659,3685.24000000000,19.41660000000,9.72075000000,3803,38320.1075936
411,41368.40000000000,0.09999760000,43.30870000000,85532.40000000000,200707.00000000000,638,3699.31000000000,18.79790000000,9.75786000000,3804,38321.1075936
412,41282.40000000000,0.09978970000,0.13652700000,85543.00000000000,200704.00000000000,673,3728.78000000000,19.82910000000,9.83558000000,3805,38322.1075936
413,41355.90000000000,0.09996730000,131.60900000000,85541.90000000000,200701.00000000000,775,3937.80000000000,22.83440000000,10.38690000000,3806,38323.1075936
414,41361.60000000000,0.09998110000,111.74900000000,85540.10000000000,200711.00000000000,688,3769.92000000000,20.27110000000,9.94411000000,3807,38324.1075936
415,41377.00000000000,0.10001800000,69.67390000000,85533.20000000000,200675.00000000000,685,4012.01000000000,20.18270000000,10.58270000000,3808,38325.1075936
416,41369.80000000000,0.10000100000,143.44500000000,85534.50000000000,200721.00000000000,746,3777.29000000000,21.98000000000,9.96354000000,3809,38326.1075936
417,41382.30000000000,0.10003100000,161.56600000000,85542.30000000000,200690.00000000000,734,3724.43000000000,21.62640000000,9.82411000000,3810,38327.1075936
418,41364.20000000000,0.09998740000,124.58300000000,85532.20000000000,200701.00000000000,693,3772.74000000000,20.41840000000,9.95153000000,3811,38328.1075936
419,41631.70000000000,0.10063400000,158.63500000000,85532.50000000000,200696.00000000000,752,3761.63000000000,22.15670000000,9.92223000000,3812,38329.1075936
420,41264.50000000000,0.09974640000,157.18900000000,85538.40000000000,200720.00000000000,702,3836.98000000000,20.68360000000,10.12100000000,3813,38330.1075936
421,41367.10000000000,0.09999420000,145.76200000000,85541.70000000000,200697.00000000000,667,3807.00000000000,19.65230000000,10.04190000000,3814,38331.1075936
422,41372.50000000000,0.10000700000,61.03630000000,85532.80000000000,200711.00000000000,618,3635.22000000000,18.20860000000,9.58879000000,3815,38332.1075936
423,41630.70000000000,0.10063100000,111.95100000000,85546.50000000000,200688.00000000000,660,3844.79000000000,19.44610000000,10.14160000000,3816,38333.1075936
424,41369.80000000000,0.10000100000,52.63990000000,85547.00000000000,200711.00000000000,650,3865.07000000000,19.15140000000,10.19510000000,3817,38334.1075936
425,41359.40000000000,0.09997580000,11.75950000000,85535.80000000000,200700.00000000000,689,3851.45000000000,20.30050000000,10.15910000000,3818,38335.1075936
426,41309.60000000000,0.09985530000,0.81674200000,85536.20000000000,200683.00000000000,699,3911.22000000000,20.59520000000,10.31680000000,3819,38336.1075936
427,41355.60000000000,0.09996660000,8.32528000000,85548.10000000000,200690.00000000000,668,3760.08000000000,19.68180000000,9.91816000000,3820,38337.1075936
428,41377.70000000000,0.10002000000,110.22700000000,85548.20000000000,200697.00000000000,666,3862.02000000000,19.62290000000,10.18700000000,3821,38338.1075936
429,41371.10000000000,0.10000400000,80.13120000000,85549.80000000000,200716.00000000000,680,3752.90000000000,20.03540000000,9.89920000000,3822,38339.1075936
430,41358.40000000000,0.09997320000,177.71000000000,85536.60000000000,200674.00000000000,686,3734.33000000000,20.21210000000,9.85022000000,3823,38340.1075936
431,41360.40000000000,0.09997800000,62.86520000000,85546.50000000000,200692.00000000000,636,3849.26000000000,18.73900000000,10.15340000000,3824,38341.1075936
432,41378.10000000000,0.10002100000,72.61340000000,85547.70000000000,200715.00000000000,637,3814.35000000000,18.76840000000,10.06130000000,3825,38342.1075936
433,41371.70000000000,0.10000500000,132.50900000000,85538.00000000000,200674.00000000000,742,3759.02000000000,21.86210000000,9.91536000000,3826,38343.1075936
434,41374.00000000000,0.10001100000,137.32800000000,85544.20000000000,200688.00000000000,681,3923.61000000000,20.06480000000,10.34950000000,3827,38344.1075936
435,41366.80000000000,0.09999370000,74.29580000000,85544.10000000000,200677.00000000000,658,3770.79000000000,19.38720000000,9.94640000000,3828,38345.1075936
436,41349.20000000000,0.09995100000,83.57850000000,85550.30000000000,200705.00000000000,737,3633.70000000000,21.71480000000,9.58478000000,3829,38346.1075936
437,41123.40000000000,0.09940530000,158.36200000000,85542.90000000000,200720.00000000000,681,3873.03000000000,20.06480000000,10.21610000000,3830,38347.1075936
438,41376.00000000000,0.10001600000,123.28500000000,85544.60000000000,200711.00000000000,705,3745.58000000000,20.77190000000,9.87991000000,3831,38348.1075936
439,41364.10000000000,0.09998700000,118.87900000000,85538.40000000000,200704.00000000000,686,3769.40000000000,20.21210000000,9.94272000000,3832,38349.1075936
440,41365.00000000000,0.09998920000,163.74800000000,85546.10000000000,200682.00000000000,698,3604.56000000000,20.56570000000,9.50793000000,3833,38350.1075936
441,41347.20000000000,0.09994620000,138.91200000000,85534.20000000000,200679.00000000000,729,3700.55000000000,21.47910000000,9.76113000000,3834,38351.1075936
442,41369.60000000000,0.10000000000,169.19600000000,85548.20000000000,200683.00000000000,695,3904.47000000000,20.47730000000,10.29900000000,3835,38352.1075936
443,41366.30000000000,0.09999240000,102.20600000000,85542.30000000000,200704.00000000000,678,3804.16000000000,19.97640000000,10.03440000000,3836,38353.1075936
444,41374.00000000000,0.10001100000,28.11390000000,85533.90000000000,200688.00000000000,666,3745.83000000000,19.62290000000,9.88055000000,3837,38354.1075936
445,41361.20000000000,0.09998010000,103.83100000000,85532.80000000000,200693.00000000000,681,3838.97000000000,20.06480000000,10.12620000000,3838,38355.1075936
446,41314.70000000000,0.09986770000,111.58100000000,85547.40000000000,200701.00000000000,722,3864.26000000000,21.27280000000,10.19300000000,3839,38356.1075936
447,41364.10000000000,0.09998700000,151.48400000000,85533.90000000000,200707.00000000000,726,3809.37000000000,21.39070000000,10.04820000000,3840,38357.1075936
448,41335.50000000000,0.09991790000,161.01800000000,85534.70000000000,200686.00000000000,701,3831.86000000000,20.65410000000,10.10750000000,3841,38358.1075936
449,41378.10000000000,0.10002100000,134.72900000000,85534.40000000000,200714.00000000000,692,3752.47000000000,20.38890000000,9.89809000000,3842,38359.1075936
450,41377.30000000000,0.10001900000,38.83550000000,85539.10000000000,200676.00000000000,686,4052.59000000000,20.21210000000,10.68970000000,3843,38360.1075936
451,41372.00000000000,0.10000600000,127.63200000000,85542.90000000000,200712.00000000000,690,3801.95000000000,20.33000000000,10.02860000000,3844,38361.1075936
452,41366.40000000000,0.09999260000,51.34750000000,85545.30000000000,200687.00000000000,652,3711.64000000000,19.21040000000,9.79039000000,3845,38362.1075936
453,41365.30000000000,0.09999000000,127.08000000000,85542.20000000000,200676.00000000000,693,3723.61000000000,20.41840000000,9.82195000000,3846,38363.1075936
454,41369.00000000000,0.09999900000,136.08200000000,85548.80000000000,200706.00000000000,714,3864.33000000000,21.03710000000,10.19310000000,3847,38364.1075936
455,41377.70000000000,0.10002000000,29.64910000000,85548.30000000000,200700.00000000000,680,3799.41000000000,20.03540000000,10.02190000000,3848,38365.1075936
456,41344.20000000000,0.09993890000,129.63900000000,85549.50000000000,200710.00000000000,725,3886.76000000000,21.36120000000,10.25230000000,3849,38366.1075936
457,41302.60000000000,0.09983850000,7.30942000000,85530.90000000000,200703.00000000000,704,3772.75000000000,20.74250000000,9.95158000000,3850,38367.1075936
458,41378.40000000000,0.10002200000,69.66550000000,85538.50000000000,200694.00000000000,688,3962.36000000000,20.27110000000,10.45170000000,3851,38368.1075936
459,41359.50000000000,0.09997600000,85.96790000000,85535.00000000000,200692.00000000000,668,3638.24000000000,19.68180000000,9.59678000000,3852,38369.1075936
460,41361.10000000000,0.09998000000,7.32139000000,85549.20000000000,200695.00000000000,654,3852.44000000000,19.26930000000,10.16180000000,3853,38370.1075936
461,41367.70000000000,0.09999570000,169.14000000000,85534.70000000000,200692.00000000000,744,3844.03000000000,21.92100000000,10.13960000000,3854,38371.1075936
462,41370.20000000000,0.10000200000,127.01100000000,85540.20000000000,200683.00000000000,719,3906.48000000000,21.18440000000,10.30430000000,3855,38372.1075936
463,41364.70000000000,0.09998840000,149.21300000000,85541.60000000000,200682.00000000000,705,3865.61000000000,20.77190000000,10.19650000000,3856,38373.1075936
464,41368.10000000000,0.09999680000,102.56500000000,85548.40000000000,200699.00000000000,657,3635.74000000000,19.35770000000,9.59017000000,3857,38374.1075936
465,41407.80000000000,0.10009300000,172.45700000000,85545.40000000000,200675.00000000000,718,3825.52000000000,21.15500000000,10.09080000000,3858,38375.1075936
466,41507.10000000000,0.10033300000,159.10300000000,85547.90000000000,200693.00000000000,688,3853.83000000000,20.27110000000,10.16540000000,3859,38376.1075936
467,41360.70000000000,0.09997880000,144.98500000000,85541.70000000000,200714.00000000000,694,3676.19000000000,20.44780000000,9.69687000000,3860,38377.1075936
468,41355.60000000000,0.09996660000,153.84400000000,85543.00000000000,200690.00000000000,765,3820.79000000000,22.53980000000,10.07830000000,3861,38378.1075936
469,41367.10000000000,0.09999430000,151.19500000000,85544.00000000000,200691.00000000000,672,3898.02000000000,19.79960000000,10.28200000000,3862,38379.1075936
470,41288.10000000000,0.09980340000,159.31100000000,85543.70000000000,200688.00000000000,705,3956.71000000000,20.77190000000,10.43680000000,3863,38380.1075936
471,41394.50000000000,0.10006100000,93.45270000000,85537.20000000000,200695.00000000000,683,3954.73000000000,20.12370000000,10.43160000000,3864,38381.1075936
472,41320.50000000000,0.09988170000,89.42320000000,85539.90000000000,200690.00000000000,656,3890.47000000000,19.32820000000,10.26210000000,3865,38382.1075936
473,41364.90000000000,0.09998890000,66.59170000000,85536.90000000000,200702.00000000000,623,3969.04000000000,18.35590000000,10.46930000000,3866,38383.1075936
474,41386.00000000000,0.10004000000,136.07000000000,85547.60000000000,200711.00000000000,708,3838.45000000000,20.86030000000,10.12490000000,3867,38384.1075936
475,41368.70000000000,0.09999810000,54.14000000000,85546.40000000000,200705.00000000000,665,3687.51000000000,19.59340000000,9.72674000000,3868,38385.1075936
476,41371.30000000000,0.10000400000,86.52720000000,85531.50000000000,200699.00000000000,668,3761.34000000000,19.68180000000,9.92148000000,3869,38386.1075936
477,41378.10000000000,0.10002100000,168.27700000000,85534.90000000000,200689.00000000000,707,3819.71000000000,20.83090000000,10.07540000000,3870,38387.1075936
478,41289.10000000000,0.09980570000,140.04600000000,85548.70000000000,200697.00000000000,702,3675.13000000000,20.68360000000,9.69406000000,3871,38388.1075936
479,41372.00000000000,0.10000600000,100.60000000000,85544.50000000000,200713.00000000000,700,3898.85000000000,20.62460000000,10.28420000000,3872,38389.1075936
480,41367.90000000000,0.09999640000,36.80460000000,85535.60000000000,200685.00000000000,671,4082.66000000000,19.77020000000,10.76900000000,3873,38390.1075936
481,41363.20000000000,0.09998480000,42.58390000000,85537.60000000000,200714.00000000000,640,3797.11000000000,18.85680000000,10.01580000000,3874,38391.1075936
482,41378.70000000000,0.10002200000,100.67300000000,85534.30000000000,200709.00000000000,669,3756.21000000000,19.71130000000,9.90793000000,3875,38392.1075936
483,41384.80000000000,0.10003700000,77.18760000000,85537.80000000000,200679.00000000000,661,3699.55000000000,19.47550000000,9.75849000000,3876,38393.1075936
484,41368.30000000000,0.09999740000,8.99493000000,85535.50000000000,200693.00000000000,662,3951.89000000000,19.50500000000,10.42410000000,3877,38394.1075936
485,41386.70000000000,0.10004200000,90.47070000000,85547.00000000000,200685.00000000000,695,3889.66000000000,20.47730000000,10.25990000000,3878,38395.1075936
486,41379.10000000000,0.10002300000,0.78168300000,85537.60000000000,200711.00000000000,656,3663.00000000000,19.32820000000,9.66207000000,3879,38396.1075936
487,41370.90000000000,0.10000400000,72.79010000000,85542.00000000000,200694.00000000000,653,3875.35000000000,19.23980000000,10.22220000000,3880,38397.1075936
488,41352.90000000000,0.09995990000,168.09400000000,85540.00000000000,200693.00000000000,725,3653.34000000000,21.36120000000,9.63660000000,3881,38398.1075936
489,41355.50000000000,0.09996640000,55.09270000000,85542.00000000000,200715.00000000000,621,3911.04000000000,18.29700000000,10.31630000000,3882,38399.1075936
490,41369.10000000000,0.09999910000,8.83532000000,85531.30000000000,200721.00000000000,673,3890.78000000000,19.82910000000,10.26290000000,3883,38400.1075936
491,41376.20000000000,0.10001600000,117.30500000000,85543.90000000000,200683.00000000000,733,3921.18000000000,21.59690000000,10.34310000000,3884,38401.1075936
492,41360.90000000000,0.09997930000,141.31900000000,85550.10000000000,200698.00000000000,734,3765.28000000000,21.62640000000,9.93187000000,3885,38402.1075936
493,41386.30000000000,0.10004100000,93.36430000000,85534.10000000000,200721.00000000000,701,3595.24000000000,20.65410000000,9.48334000000,3886,38403.1075936
494,41376.70000000000,0.10001800000,42.77530000000,85542.50000000000,200700.00000000000,693,3800.86000000000,20.41840000000,10.02570000000,3887,38404.1075936
495,41374.60000000000,0.10001300000,34.94400000000,85539.50000000000,200714.00000000000,633,3616.23000000000,18.65060000000,9.53871000000,3888,38405.1075936
496,41364.20000000000,0.09998730000,104.29600000000,85549.70000000000,200691.00000000000,716,3856.16000000000,21.09610000000,10.17160000000,3889,38406.1075936
497,41353.00000000000,0.09996030000,176.71000000000,85540.10000000000,200702.00000000000,656,3958.95000000000,19.32820000000,10.44270000000,3890,38407.1075936
498,41359.50000000000,0.09997600000,154.51300000000,85537.30000000000,200673.00000000000,745,3769.38000000000,21.95050000000,9.94268000000,3891,38408.1075936
499,41363.40000000000,0.09998550000,126.93400000000,85549.80000000000,200675.00000000000,753,3703.03000000000,22.18620000000,9.76766000000,3892,38409.1075936
500,41265.10000000000,0.09974780000,112.39900000000,85539.40000000000,200719.00000000000,750,3789.95000000000,22.09780000000,9.99695000000,3893,38410.1075936
